image.num,stim.race,stim.gen,hair_length,stim.num,discriminator_score,red_mean,green_mean,blue_mean,luminance,Skintone.1,Race.1,RaceTextbox.1,Afrocentric.1,Eurocentric.1,Asiocentric.1,Masculinity.1,Femininity.1,Hair.1,Skintone.2,Race.2,RaceTextbox.2,Afrocentric.2,Eurocentric.2,Asiocentric.2,Masculinity.2,Femininity.2,Hair.2,Skintone.3,Race.3,RaceTextbox.3,Afrocentric.3,Eurocentric.3,Asiocentric.3,Masculinity.3,Femininity.3,Hair.3,Skintone.4,Race.4,RaceTextbox.4,Afrocentric.4,Eurocentric.4,Asiocentric.4,Masculinity.4,Femininity.4,Hair.4,Skintone.5,Race.5,RaceTextbox.5,Afrocentric.5,Eurocentric.5,Asiocentric.5,Masculinity.5,Femininity.5,Hair.5,Skintone.6,Race.6,RaceTextbox.6,Afrocentric.6,Eurocentric.6,Asiocentric.6,Masculinity.6,Femininity.6,Hair.6,Skintone.7,Race.7,RaceTextbox.7,Afrocentric.7,Eurocentric.7,Asiocentric.7,Masculinity.7,Femininity.7,Hair.7,Skintone.8,Race.8,RaceTextbox.8,Afrocentric.8,Eurocentric.8,Asiocentric.8,Masculinity.8,Femininity.8,Hair.8,Skintone.9,Race.9,RaceTextbox.9,Afrocentric.9,Eurocentric.9,Asiocentric.9,Masculinity.9,Femininity.9,Hair.9,Skintone.10,Race.10,RaceTextbox.10,Afrocentric.10,Eurocentric.10,Asiocentric.10,Masculinity.10,Femininity.10,Hair.10,Skintone.11,Race.11,RaceTextbox.11,Afrocentric.11,Eurocentric.11,Asiocentric.11,Masculinity.11,Femininity.11,Hair.11,Skintone.12,Race.12,RaceTextbox.12,Afrocentric.12,Eurocentric.12,Asiocentric.12,Masculinity.12,Femininity.12,Hair.12,Skintone.13,Race.13,RaceTextbox.13,Afrocentric.13,Eurocentric.13,Asiocentric.13,Masculinity.13,Femininity.13,Hair.13,Skintone.14,Race.14,RaceTextbox.14,Afrocentric.14,Eurocentric.14,Asiocentric.14,Masculinity.14,Femininity.14,Hair.14,Skintone.15,Race.15,RaceTextbox.15,Afrocentric.15,Eurocentric.15,Asiocentric.15,Masculinity.15,Femininity.15,Hair.15,Skintone.16,Race.16,RaceTextbox.16,Afrocentric.16,Eurocentric.16,Asiocentric.16,Masculinity.16,Femininity.16,Hair.16
170,a,m,short,71.png,143.5497742,114.87685,103.271454,99.64394,0.4136385,2,Asian,,1,7,1,7,1,1,4,Asian,,1,1,7,7,1,2,3,Asian,,1,1,7,7,NA,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
171,a,m,short,72.png,134.1450653,152.4811,141.41446,137.0117,0.5625502,3,Asian,,1,1,7,7,1,2,3,Asian,,1,2,6,6,2,2,5,Asian,,1,1,6,4,2,1,3,Asian,,3,2,6,5,2,2,3,Asian,,1,3,7,5,2,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
172,a,m,short,73.png,158.6624146,112.638565,115.469986,121.18222,0.4520787,1,Native Hawaiian or Other Pacific Islander,,1,7,NA,7,1,1,1,Asian,,1,1,7,5,4,2,1,Asian,,1,1,6,6,1,1,1,Asian,,1,1,5,5,1,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
173,a,m,short,74.png,151.9889374,131.96532,111.52307,100.58256,0.45129797,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
174,a,m,short,75.png,159.5683289,129.29507,145.71342,147.19939,0.55815285,1,Asian,,1,1,7,6,1,1,2,Asian,,1,1,7,7,1,1,2,Asian,,1,1,7,6,2,3,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
175,a,m,short,76.png,121.1881104,129.15202,120.53494,117.86472,0.479117,3,Asian,,1,1,7,4,3,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
176,a,m,short,77.png,180.4020844,171.391,166.73682,170.9986,0.65895766,4,,Bi-racial,1,4,4,6,1,1,3,Asian,,1,1,7,5,2,1,2,Asian,,1,1,7,5,3,2,2,Asian,,1,4,6,7,1,2,2,Asian,,1,1,7,5,1,1,2,Asian,,1,2,7,6,1,4,3,Asian,,1,1,7,7,1,3,3,Asian,,1,1,7,7,1,2,2,Asian,,1,4,5,6,1,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
177,a,m,short,78.png,174.9491119,191.9617,180.24442,176.368,0.7155159,3,Asian,,2,3,7,5,4,3,2,Asian,,1,1,7,4,4,1,2,Asian,,1,1,6,4,4,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
178,a,m,short,79.png,144.64534,191.14874,185.18707,177.14769,0.7289207,1,Asian,,1,1,5,3,1,3,2,Asian,,1,1,7,7,1,1,2,Asian,,1,1,7,2,1,3,2,Asian,,1,1,7,4,5,2,2,Asian,,1,1,7,2,4,1,2,Asian,,2,2,7,4,4,3,1,Asian,,1,2,6,5,2,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
179,a,m,short,8.png,189.928894,160.35019,146.9969,133.5931,0.5838016,2,Asian,,1,2,7,7,1,2,3,Asian,,2,2,6,5,6,5,3,Asian,,1,1,7,4,1,1,1,Asian,,1,1,5,5,2,2,4,Asian,,1,1,7,2,6,3,3,Asian,,1,3,6,6,2,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
180,a,m,short,80.png,107.4871826,121.29187,114.92712,121.03044,0.4577301,1,Asian,,1,3,7,7,1,4,1,Asian,,1,1,7,7,1,1,1,White,,1,7,1,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
181,a,m,short,81.png,148.7569427,141.11493,123.42827,129.35434,0.5004604,3,Asian,,2,2,6,6,2,3,5,Asian,,1,3,5,6,1,1,3,Asian,,1,1,3,5,2,1,2,Asian,,1,1,7,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
182,a,m,short,82.png,151.837616,152.02042,142.88423,135.81468,0.5659491,4,Asian,,1,2,6,7,1,2,4,White,,1,5,1,6,1,3,5,Native Hawaiian or Other Pacific Islander,,2,1,1,7,2,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
183,a,m,short,83.png,161.9971008,197.65283,156.32138,141.53384,0.6433104,3,Asian,,1,1,7,7,1,1,2,Asian,,1,1,7,6,3,2,3,Asian,,1,2,6,7,1,3,3,Asian,,1,1,7,5,3,2,1,Asian,,1,4,7,6,1,1,NA,Asian,,1,1,7,6,2,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
184,a,m,short,84.png,162.1285858,167.44957,165.09212,156.60945,0.64698535,1,Asian,,1,4,5,5,3,3,2,Asian,,5,4,5,5,3,3,1,Asian,,1,1,2,5,2,2,1,Asian,,1,1,7,6,1,1,1,Asian,,2,4,7,6,2,2,1,Asian,,1,2,6,6,1,2,1,Asian,,1,2,7,7,2,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
185,a,m,short,85.png,186.0387115,194.14278,186.74133,182.14238,0.7371902,4,Asian,,2,4,5,5,2,3,2,Asian,,1,2,6,7,1,3,3,Asian,,1,1,6,5,2,2,4,Native Hawaiian or Other Pacific Islander,,1,3,6,7,2,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
186,a,m,short,86.png,116.6680069,107.003395,88.98842,76.76743,0.36054003,4,American Indian or Alaska Native,,2,3,2,7,1,2,3,Asian,,3,2,7,5,1,1,5,Asian,,1,2,6,5,NA,2,2,Asian,,1,1,7,6,2,2,4,Asian,,1,1,7,7,1,3,4,Asian,,1,1,7,5,2,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
187,a,m,short,87.png,154.1565704,177.91336,162.27583,159.53958,0.64864326,2,Asian,,1,1,6,6,2,4,3,Asian,,1,2,5,6,1,2,5,American Indian or Alaska Native,,4,5,5,7,1,3,1,Asian,,1,2,6,6,2,2,2,Asian,,1,1,7,NA,1,2,3,Asian,,1,3,7,6,1,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
188,a,m,short,88.png,165.1804047,187.24202,181.72029,173.29547,0.7148494,1,Asian,,1,1,7,7,1,3,1,Asian,,1,1,7,6,4,3,2,Asian,,1,2,6,5,3,3,1,Asian,,1,2,6,4,1,3,2,Asian,,1,1,4,5,3,3,1,Asian,,1,1,7,6,1,3,2,Asian,,1,1,7,6,2,3,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
189,a,m,short,89.png,178.3694763,111.312485,101.68304,94.913025,0.40487203,1,Asian,,1,1,7,7,1,1,2,Asian,,1,7,1,7,1,1,1,Asian,,1,2,7,6,3,3,4,Asian,,1,1,7,7,1,3,1,Asian,,1,1,7,6,1,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
190,a,m,short,9.png,141.5117493,98.547066,127.65479,136.73164,0.47889996,1,White,,1,7,4,7,1,4,1,Asian,,1,1,7,5,1,2,3,Asian,,1,1,7,7,1,2,2,Asian,,1,2,6,4,3,4,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
191,a,m,short,90.png,190.2400208,207.07903,187.59106,162.2456,0.7447311,2,White,,1,7,1,7,1,1,1,Asian,,1,1,6,5,2,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
192,a,m,short,91.png,71.81743622,81.218155,57.35945,27.323244,0.23633656,5,Asian,,1,1,7,7,1,1,2,Asian,,1,1,7,7,1,1,3,Asian,,1,1,7,6,2,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
193,a,m,short,92.png,151.9889374,131.96532,111.52307,100.58256,0.45129797,2,Asian,,2,2,6,6,2,1,2,Asian,,1,1,7,6,1,1,4,Native Hawaiian or Other Pacific Islander,,1,4,4,6,1,1,2,Asian,,1,1,7,7,1,1,4,Asian,,1,3,7,7,1,1,2,Asian,,1,1,7,7,1,1,3,Asian,,1,1,7,6,1,1,4,Asian,,1,1,5,6,1,1,3,Asian,,1,1,7,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
194,a,m,short,93.png,131.2228241,98.062294,87.071175,83.22075,0.34953257,1,Asian,,1,2,6,6,2,2,4,American Indian or Alaska Native,,5,4,3,6,3,3,2,Asian,,1,1,6,7,1,2,1,Asian,,1,2,5,6,2,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
195,a,m,short,94.png,177.6477051,140.49985,120.030495,110.659065,0.48512715,3,Asian,,1,1,6,5,2,2,3,Asian,,1,1,6,6,1,2,3,Asian,,1,1,6,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
196,a,m,short,95.png,134.3583679,146.91113,132.27081,125.33119,0.52895504,1,Asian,,1,2,7,5,1,2,1,Asian,,1,1,3,6,1,1,1,White,,2,6,2,6,1,2,2,White,,3,6,3,6,2,1,1,White,,1,5,2,5,1,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
197,a,m,short,96.png,153.3148193,145.04022,112.87303,83.2759,0.46109045,3,Asian,,1,1,7,6,2,1,2,Asian,,2,3,6,3,2,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
198,a,m,short,97.png,136.8653259,79.92448,91.98093,105.10742,0.35436943,2,Asian,,1,1,6,6,2,1,4,Asian,,1,1,7,7,1,2,2,Asian,,1,1,7,6,1,1,1,Asian,,1,1,7,7,1,1,2,Asian,,1,1,7,7,1,1,2,Asian,,1,1,7,7,1,1,2,Asian,,2,2,7,5,3,1,2,Asian,,1,3,NA,6,2,1,2,Asian,,1,2,6,6,2,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
199,a,m,short,98.png,164.932373,166.04526,143.54346,134.26692,0.57905674,2,Asian,,1,1,7,6,1,2,3,Asian,,1,1,7,7,1,1,3,Asian,,1,1,7,7,1,1,2,Asian,,1,1,7,5,1,3,4,Asian,,1,1,7,7,NA,1,4,Native Hawaiian or Other Pacific Islander,,1,1,7,6,2,1,3,Asian,,1,3,7,7,1,2,4,Not listed,Hispanic,1,4,3,6,1,2,3,Native Hawaiian or Other Pacific Islander,,1,1,1,5,3,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
200,a,m,short,99.png,195.3699493,180.72704,161.69513,146.82654,0.6457633,1,Asian,,1,1,7,7,1,1,1,Asian,,1,2,7,5,1,1,1,Asian,,1,1,7,6,1,1,2,Asian,,1,2,6,7,1,3,1,Asian,,1,1,7,6,2,2,1,Asian,,1,2,7,6,2,2,1,Asian,,NA,1,5,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
201,a,w,short,100.png,183.5649567,137.21988,95.94062,138.68622,0.42276248,3,Black,,4,6,1,2,6,1,3,Black,,6,1,1,1,5,1,3,Black,,6,3,4,3,5,1,3,Black,,4,4,1,1,7,1,4,Native Hawaiian or Other Pacific Islander,,2,1,4,2,4,1,3,Native Hawaiian or Other Pacific Islander,,5,1,2,2,6,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
